default,wiek,pensja,plec,stan_cywilny,wielkosc_miejscowosci,wyksztalcenie,czy_splacony
FALSE,31,3072.45,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,28,6138.86,M,po_slubie,do_100tys,srednie,czesciowo
TRUE,46,2406.68,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,43,2912.41,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,35,3764.27,K,po_slubie,do_200tys,wyzsze,czesciowo
TRUE,44,2521.28,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,37,2351.54,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,30,4326.01,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,37,3159.88,M,singiel,do_1mln,srednie,wcale
FALSE,33,3810.54,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,40,3146.63,M,singiel,do_50tys,srednie,czesciowo
FALSE,33,3433.28,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,41,2253.7,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,39,3264.4,M,singiel,do_200tys,srednie,czesciowo
FALSE,34,3110.87,K,singiel,do_500tys,srednie,czesciowo
FALSE,38,3700.86,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,26,2285.29,M,po_slubie,do_500tys,podstawowe,wcale
FALSE,32,5561.41,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,38,2684.16,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,31,2351.63,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,23,3800.33,M,wdowiec,do_1mln,wyzsze,czesciowo
FALSE,33,3545.9,K,singiel,do_100tys,srednie,czesciowo
FALSE,34,2387.3,K,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,32,2505.09,M,singiel,do_500tys,srednie,wcale
FALSE,26,2360.29,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,37,2357.67,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,40,2489.61,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,37,2627.13,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,38,2489.97,K,singiel,do_500tys,podstawowe,czesciowo
FALSE,41,2267.72,K,singiel,do_500tys,srednie,czesciowo
FALSE,36,4123.93,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,39,2442.7,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,35,3640.09,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,28,2664.17,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,34,2643.69,K,po_slubie,do_100tys,podstawowe,wcale
FALSE,34,2897.04,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,46,2378.03,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,32,5386.78,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,38,2712.41,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,2443.13,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,31,2252.42,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,2797.27,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,42,3164.83,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,35,2318.72,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,29,2256.89,M,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,39,3399.49,K,wdowiec,do_50tys,wyzsze,czesciowo
FALSE,37,6357.9,M,singiel,do_500tys,srednie,czesciowo
FALSE,37,3437.56,K,singiel,do_100tys,srednie,czesciowo
FALSE,36,3212.17,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,37,2889.86,M,singiel,do_500tys,srednie,czesciowo
FALSE,33,3837.92,K,po_slubie,do_500tys,srednie,czesciowo
TRUE,38,4055.45,K,singiel,do_1mln,srednie,czesciowo
FALSE,29,2835.46,K,singiel,do_500tys,wyzsze,wcale
FALSE,41,2602.82,M,singiel,do_500tys,srednie,czesciowo
FALSE,33,2389.85,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,36,3549.23,K,po_slubie,do_100tys,wyzsze,wcale
FALSE,42,2249.71,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,30,2546.44,M,singiel,do_200tys,srednie,czesciowo
FALSE,35,2904.65,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,38,2244.21,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,38,2977.47,M,singiel,do_1mln,podstawowe,czesciowo
TRUE,33,6288.96,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,30,4657.84,M,po_slubie,do_50tys,srednie,czesciowo
TRUE,38,2495.22,K,singiel,do_50tys,wyzsze,czesciowo
FALSE,30,2267.12,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,35,2966.16,M,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,36,3029.67,K,singiel,do_1mln,srednie,czesciowo
FALSE,36,3705.31,K,singiel,do_1mln,srednie,czesciowo
FALSE,36,2461.23,M,po_slubie,do_200tys,srednie,wcale
FALSE,36,2254.05,M,singiel,do_50tys,podstawowe,czesciowo
FALSE,36,2482.6,K,po_slubie,do_50tys,wyzsze,wcale
FALSE,38,3187.28,K,singiel,do_100tys,podstawowe,czesciowo
FALSE,28,4297.69,M,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,38,3883.63,K,singiel,do_200tys,podstawowe,czesciowo
FALSE,42,2598.88,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,33,5161.06,K,po_slubie,do_50tys,podstawowe,wcale
FALSE,34,2441.39,K,wdowiec,do_50tys,srednie,czesciowo
FALSE,25,2759.89,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,25,3187.66,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,42,2939.97,M,singiel,do_200tys,podstawowe,czesciowo
FALSE,38,3013.42,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,38,2213.44,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,40,2820.85,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,34,2301.96,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,42,2272.73,K,singiel,do_500tys,podstawowe,czesciowo
FALSE,40,2436.4,K,singiel,do_100tys,srednie,czesciowo
FALSE,32,2227.76,K,singiel,do_1mln,srednie,czesciowo
FALSE,37,2635.28,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,37,2887.8,M,singiel,do_50tys,srednie,czesciowo
FALSE,28,3166.97,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,36,3189.82,K,singiel,do_50tys,srednie,czesciowo
FALSE,37,2490.64,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,31,2503.57,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,37,4173.65,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,33,2669.66,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2602.11,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,31,4326.01,M,po_slubie,do_50tys,srednie,czesciowo
TRUE,33,5289.02,M,singiel,do_500tys,podstawowe,czesciowo
FALSE,30,3168.45,K,po_slubie,do_500tys,podstawowe,czesciowo
TRUE,36,2479.99,M,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,27,4384.53,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,36,3065.23,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,32,3751.5,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,31,2353.17,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,30,3141.9,M,wdowiec,do_1mln,srednie,czesciowo
FALSE,37,3774.04,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,40,3620.18,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,33,2474.3,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,30,2367.82,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,41,2542.39,M,po_slubie,do_1mln,srednie,czesciowo
TRUE,28,4063.49,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,35,2438.69,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,34,3149.04,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2444.4,M,singiel,do_50tys,wyzsze,czesciowo
TRUE,35,2362.31,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,40,2952.82,K,po_slubie,do_100tys,srednie,czesciowo
TRUE,42,3466.12,M,po_slubie,do_200tys,wyzsze,czesciowo
TRUE,38,3831.92,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,4066.9,K,singiel,do_500tys,srednie,czesciowo
FALSE,40,2628.34,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,34,2394.48,M,singiel,do_200tys,srednie,czesciowo
FALSE,35,2314.23,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,35,3521.65,K,singiel,do_500tys,podstawowe,czesciowo
FALSE,40,2219.75,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,46,4135.94,M,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,38,2209.14,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,33,2236.43,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,36,4132.01,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,2511.03,M,wdowiec,do_1mln,srednie,czesciowo
FALSE,41,3380.3,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,33,2346.46,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,37,3632.22,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,32,2893.63,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,34,2499.5,K,singiel,do_200tys,srednie,czesciowo
FALSE,37,2251.65,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,26,5250.93,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,40,2389.98,K,singiel,do_200tys,srednie,czesciowo
FALSE,34,2503.87,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,33,3996.16,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,28,3992.84,M,po_slubie,do_1mln,podstawowe,wcale
FALSE,36,2336.47,K,po_slubie,do_1mln,podstawowe,wcale
TRUE,40,3708.51,M,singiel,do_200tys,srednie,czesciowo
FALSE,41,3090.8,M,singiel,do_200tys,wyzsze,wcale
FALSE,27,3782.48,M,po_slubie,do_500tys,wyzsze,wcale
TRUE,34,4756.07,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,33,5829.98,K,singiel,do_200tys,podstawowe,czesciowo
FALSE,37,2660.25,K,wdowiec,do_100tys,srednie,czesciowo
FALSE,41,2326.44,M,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,31,3831.82,K,singiel,do_1mln,srednie,czesciowo
FALSE,38,4105.97,K,singiel,do_50tys,srednie,wcale
FALSE,30,2447.39,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,31,3897.47,K,singiel,do_100tys,srednie,czesciowo
FALSE,43,2820.56,K,singiel,do_1mln,srednie,czesciowo
FALSE,33,3069.72,M,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,25,3310.95,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,35,4368.23,M,wdowiec,do_500tys,srednie,wcale
FALSE,36,2439.09,K,singiel,do_100tys,srednie,czesciowo
FALSE,28,2216.08,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,46,2418.57,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,36,3350.62,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,33,3263.37,M,singiel,do_1mln,srednie,czesciowo
FALSE,30,3946.45,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,31,3340.4,M,po_slubie,do_1mln,srednie,wcale
FALSE,39,3408.08,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,33,2269.67,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,43,2463.75,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,29,2581.23,K,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,34,3562.99,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,27,3839.59,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,33,3153.25,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,42,2728.83,K,po_slubie,do_500tys,srednie,czesciowo
TRUE,34,2895.08,K,singiel,do_200tys,srednie,czesciowo
FALSE,39,4074.4,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,40,2314.24,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,37,3040.68,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,33,3288.41,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,37,2500.01,M,singiel,do_100tys,wyzsze,czesciowo
FALSE,40,3065.38,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,34,2797.38,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,36,3213.94,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,27,2854.54,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,36,2328.27,M,singiel,do_100tys,podstawowe,czesciowo
FALSE,35,2207.56,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,43,7937.02,M,po_slubie,do_1mln,srednie,wcale
FALSE,35,4329.5,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,40,2382.27,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,37,7988.55,M,po_slubie,do_500tys,wyzsze,wcale
FALSE,42,2682.96,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,36,3728.82,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,30,2691.34,M,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,32,2435.6,M,po_slubie,do_200tys,wyzsze,wcale
FALSE,32,2551.59,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,43,5820.07,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,31,2628.28,M,singiel,do_100tys,srednie,czesciowo
FALSE,27,2282.61,M,singiel,do_500tys,srednie,czesciowo
FALSE,32,4688.11,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,24,3621.67,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,38,3413.77,K,po_slubie,do_500tys,wyzsze,czesciowo
TRUE,43,5249.26,K,singiel,do_1mln,srednie,czesciowo
FALSE,41,2863.78,M,po_slubie,do_1mln,wyzsze,czesciowo
TRUE,44,2377.21,K,po_slubie,do_200tys,podstawowe,wcale
FALSE,33,2824.77,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2285.43,K,singiel,do_1mln,srednie,czesciowo
FALSE,29,2795.21,K,singiel,do_1mln,srednie,czesciowo
FALSE,33,4348.72,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,34,2359.28,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,30,3402.33,M,singiel,do_200tys,srednie,czesciowo
FALSE,37,2271.33,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,34,2422.82,K,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,34,2409.73,M,singiel,do_1mln,podstawowe,czesciowo
TRUE,37,2959.12,M,po_slubie,do_1mln,wyzsze,czesciowo
TRUE,36,2890.99,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,36,2661.03,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,30,3116.99,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,36,4727.08,K,singiel,do_200tys,srednie,czesciowo
FALSE,29,2939.34,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,37,2991.77,M,singiel,do_100tys,wyzsze,czesciowo
FALSE,24,2624.2,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,49,2252.83,M,singiel,do_100tys,srednie,czesciowo
FALSE,36,3858.06,M,po_slubie,do_1mln,podstawowe,czesciowo
TRUE,27,3522.52,M,singiel,do_200tys,srednie,czesciowo
FALSE,35,3823.32,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,23,4407.98,K,singiel,do_1mln,srednie,czesciowo
FALSE,36,4133.82,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,24,2315.35,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,33,2772.35,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,34,2399.26,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,33,3087.02,K,singiel,do_1mln,srednie,czesciowo
FALSE,31,2346.89,K,po_slubie,do_100tys,srednie,wcale
FALSE,38,2488.24,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,39,2262.47,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,27,3469.91,M,po_slubie,do_50tys,podstawowe,wcale
TRUE,35,3354.44,K,singiel,do_1mln,srednie,czesciowo
FALSE,29,2280.82,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,2268.37,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,39,2680.86,K,wdowiec,do_1mln,srednie,czesciowo
TRUE,27,5025.24,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,38,3144.34,K,singiel,do_100tys,wyzsze,czesciowo
FALSE,32,2645.5,K,po_slubie,do_500tys,srednie,wcale
FALSE,35,2372.77,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,42,3116.98,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,3033.65,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,31,2557.76,M,po_slubie,do_500tys,srednie,czesciowo
TRUE,40,2987.21,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,32,3540.03,M,singiel,do_500tys,srednie,czesciowo
FALSE,42,3362.8,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,41,5409.91,K,singiel,do_500tys,wyzsze,czesciowo
FALSE,37,2738.53,K,po_slubie,do_50tys,srednie,wcale
FALSE,36,3032.6,M,po_slubie,do_50tys,wyzsze,czesciowo
TRUE,34,4714.35,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,26,2528.01,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,41,3330.12,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,35,2271.46,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,31,2641.22,K,wdowiec,do_500tys,wyzsze,czesciowo
FALSE,33,2668.46,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,30,2460.16,K,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,35,3095.24,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,31,2474.35,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,21,2299.49,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,4678.2,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,26,7553,K,singiel,do_500tys,srednie,czesciowo
FALSE,34,3129.84,M,singiel,do_1mln,srednie,czesciowo
FALSE,30,2751.04,M,singiel,do_500tys,podstawowe,czesciowo
FALSE,38,2263.36,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,35,4016.58,K,po_slubie,do_1mln,wyzsze,czesciowo
TRUE,42,3919.18,K,po_slubie,do_1mln,wyzsze,czesciowo
TRUE,34,3932.23,M,po_slubie,do_100tys,wyzsze,czesciowo
TRUE,26,2741.09,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,35,4692.95,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,40,2714.11,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,34,5369.19,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,38,2580.32,M,po_slubie,do_100tys,podstawowe,wcale
FALSE,35,2531.55,M,singiel,do_1mln,wyzsze,czesciowo
TRUE,37,2788.93,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,37,3105.6,M,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,33,2850.53,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,31,2285.68,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,27,2526.06,K,singiel,do_50tys,wyzsze,czesciowo
FALSE,32,3295.83,M,singiel,do_50tys,srednie,czesciowo
FALSE,38,2731.23,M,po_slubie,do_1mln,srednie,czesciowo
TRUE,44,2656.53,K,singiel,do_100tys,srednie,czesciowo
FALSE,36,2578.97,M,po_slubie,do_200tys,wyzsze,wcale
FALSE,27,2296.92,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,38,3235.55,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,29,2356.04,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,2664.64,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,37,2330.54,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,38,2453.93,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,36,2578.3,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,33,2395.65,M,wdowiec,do_1mln,wyzsze,czesciowo
FALSE,31,3905.75,K,singiel,do_500tys,wyzsze,czesciowo
FALSE,40,6171.05,K,singiel,do_200tys,srednie,czesciowo
FALSE,32,4548.17,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,28,2781.69,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,3370.18,M,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,32,4163.85,M,singiel,do_200tys,podstawowe,czesciowo
FALSE,35,2619.66,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,41,3463.87,K,singiel,do_50tys,wyzsze,czesciowo
FALSE,35,2965.02,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,2599.33,M,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,32,6900.08,K,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,39,3635.38,K,po_slubie,do_1mln,wyzsze,wcale
FALSE,35,3716.63,M,wdowiec,do_500tys,srednie,czesciowo
FALSE,43,4508.09,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,34,4063.43,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,42,3437.88,M,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,29,2434.8,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,3338.51,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,37,2746.84,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,28,2703.71,K,po_slubie,do_1mln,srednie,czesciowo
TRUE,41,2334.26,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,34,6135.72,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,33,3802.25,K,singiel,do_100tys,podstawowe,czesciowo
FALSE,37,2720.13,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,33,3027.38,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,38,3989.44,K,singiel,do_100tys,wyzsze,czesciowo
FALSE,37,2595.86,M,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,38,2902.32,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,38,2311.69,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,30,2569.51,K,singiel,do_500tys,srednie,czesciowo
TRUE,43,3950.34,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,35,2943.22,K,singiel,do_100tys,srednie,czesciowo
FALSE,33,5851.66,K,wdowiec,do_100tys,srednie,czesciowo
TRUE,36,2798.63,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,27,3267.28,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,34,3112.72,M,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,32,3305.29,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,47,2541.13,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,44,3237.34,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,37,3841.99,M,wdowiec,do_500tys,wyzsze,czesciowo
FALSE,33,2712.7,K,singiel,do_1mln,srednie,czesciowo
FALSE,39,3962.35,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,34,3483.2,M,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,37,2560.74,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,29,3393.83,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,47,2332.72,K,singiel,do_50tys,podstawowe,czesciowo
FALSE,42,2494.48,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,36,3307,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,35,2905.18,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,31,2561.13,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,35,2401.63,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,5175.62,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,35,2877.01,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,37,3787.58,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,38,2367.81,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,45,2880.16,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,37,5466.41,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,2870.08,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,33,3422.57,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,36,3572.91,M,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,30,4043.75,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,32,2694.76,M,po_slubie,do_50tys,srednie,wcale
FALSE,40,2359.08,K,po_slubie,do_500tys,srednie,wcale
FALSE,32,2301.36,K,po_slubie,do_1mln,srednie,wcale
FALSE,35,2300.93,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,33,3525.59,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,36,2495.19,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,32,2268,M,singiel,do_200tys,podstawowe,czesciowo
FALSE,40,2400.5,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,2721.05,K,po_slubie,do_1mln,wyzsze,wcale
TRUE,36,5181.33,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,30,2844.23,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,38,4436.2,M,wdowiec,do_1mln,srednie,czesciowo
FALSE,33,2994.18,M,singiel,do_500tys,srednie,czesciowo
FALSE,46,2312.57,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,45,2472.52,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,4044.72,K,po_slubie,do_1mln,wyzsze,wcale
FALSE,30,4551.9,K,singiel,do_50tys,srednie,czesciowo
FALSE,39,2391.17,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2374.92,M,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,32,2448.49,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,43,4666.7,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,33,4044.96,K,po_slubie,do_500tys,srednie,wcale
FALSE,30,2897.66,M,singiel,do_500tys,srednie,czesciowo
TRUE,40,4512.09,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,6251.58,M,singiel,do_1mln,srednie,czesciowo
FALSE,28,3717.23,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,32,3473.84,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,32,3558.99,M,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,30,2354.21,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,39,2623.52,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,35,4940.4,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,46,2262.31,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,38,2639.53,K,po_slubie,do_1mln,srednie,czesciowo
